date,sales,day,day_num
2017-10-02,22913,Monday,0
2015-06-01,24904,Monday,0
2017-11-20,24636,Monday,0
2015-10-19,20182,Monday,0
2013-02-25,13058,Monday,0
2017-10-30,22695,Monday,0
2013-03-04,15710,Monday,0
2015-04-13,21687,Monday,0
2015-09-21,22012,Monday,0
2017-11-06,24752,Monday,0
2015-09-07,21833,Monday,0
2015-04-27,21792,Monday,0
2015-04-06,21875,Monday,0
2017-10-23,22965,Monday,0
2013-03-11,15323,Monday,0
2015-09-28,21847,Monday,0
2013-02-18,12858,Monday,0
2017-11-13,24604,Monday,0
2015-03-30,18910,Monday,0
2015-10-05,20370,Monday,0
2017-10-16,22940,Monday,0
2013-03-18,15583,Monday,0
2015-08-31,23577,Monday,0
2014-12-15,14756,Monday,0
2015-05-04,23355,Monday,0
2015-03-23,18606,Monday,0
2015-10-12,20316,Monday,0
2017-10-09,22974,Monday,0
2013-03-25,15647,Monday,0
2015-08-24,23355,Monday,0
2015-03-16,18880,Monday,0
2013-02-11,12961,Monday,0
2017-09-04,24625,Monday,0
2015-09-14,21728,Monday,0
2015-12-14,15663,Monday,0
2017-08-21,26188,Monday,0
2013-05-13,19253,Monday,0
2015-07-20,26777,Monday,0
2017-12-25,17517,Monday,0
2016-01-04,15199,Monday,0
2013-01-14,11746,Monday,0
2017-12-18,17746,Monday,0
2014-12-29,14888,Monday,0
2015-01-12,13968,Monday,0
2015-12-21,15669,Monday,0
2015-06-15,24819,Monday,0
2013-05-27,19470,Monday,0
2013-04-29,18025,Monday,0
2017-08-07,26633,Monday,0
2013-01-07,11769,Monday,0
2017-08-14,26144,Monday,0
2013-05-20,19467,Monday,0
2015-06-22,24773,Monday,0
2015-07-13,26708,Monday,0
2015-12-28,15569,Monday,0
2015-01-19,14168,Monday,0
2015-01-05,14235,Monday,0
2015-07-06,26519,Monday,0
2013-01-21,11709,Monday,0
2017-12-11,17619,Monday,0
2016-01-11,15385,Monday,0
2013-06-03,20628,Monday,0
2015-06-08,24907,Monday,0
2015-01-26,14069,Monday,0
2017-08-28,26557,Monday,0
2015-11-30,21663,Monday,0
2015-02-02,15583,Monday,0
2013-05-06,19464,Monday,0
2015-12-07,15550,Monday,0
2017-07-31,30164,Monday,0
2014-12-22,15052,Monday,0
2015-07-27,26406,Monday,0
2015-06-29,25074,Monday,0
2016-11-15,27712,Tuesday,1
2016-08-16,29453,Tuesday,1
2014-05-13,26378,Tuesday,1
2014-02-25,17419,Tuesday,1
2014-02-11,17457,Tuesday,1
2015-04-21,25243,Tuesday,1
2016-08-02,29742,Tuesday,1
2015-07-07,30916,Tuesday,1
2015-09-08,25362,Tuesday,1
2015-09-01,25375,Tuesday,1
2015-04-28,25437,Tuesday,1
2016-11-08,27531,Tuesday,1
2014-02-18,17407,Tuesday,1
2014-05-20,26124,Tuesday,1
2016-08-09,29602,Tuesday,1
2015-06-23,29165,Tuesday,1
2014-05-27,26289,Tuesday,1
2016-10-04,25699,Tuesday,1
2014-04-29,24516,Tuesday,1
2015-05-05,27256,Tuesday,1
2014-03-25,20666,Tuesday,1
2015-06-02,29260,Tuesday,1
2015-06-30,29345,Tuesday,1
2015-08-04,27120,Tuesday,1
2015-07-28,30946,Tuesday,1
2016-09-27,27538,Tuesday,1
2016-10-11,25931,Tuesday,1
2015-05-26,27535,Tuesday,1
2014-04-08,24539,Tuesday,1
2016-09-20,27579,Tuesday,1
2015-08-11,27228,Tuesday,1
2014-03-18,20876,Tuesday,1
2015-06-09,29264,Tuesday,1
2015-05-19,27512,Tuesday,1
2014-04-15,24536,Tuesday,1
2016-09-13,27533,Tuesday,1
2015-07-21,30881,Tuesday,1
2016-11-01,27652,Tuesday,1
2015-08-25,27058,Tuesday,1
2014-05-06,26479,Tuesday,1
2015-07-14,30928,Tuesday,1
2015-06-16,29246,Tuesday,1
2014-03-04,21160,Tuesday,1
2016-08-23,29544,Tuesday,1
2016-08-30,29538,Tuesday,1
2015-05-12,27255,Tuesday,1
2015-08-18,27094,Tuesday,1
2016-09-06,27520,Tuesday,1
2014-04-22,24655,Tuesday,1
2014-03-11,20909,Tuesday,1
2016-10-18,25527,Tuesday,1
2016-10-25,25994,Tuesday,1
2014-12-16,17518,Tuesday,1
2015-03-24,21887,Tuesday,1
2016-07-26,33463,Tuesday,1
2016-03-08,23593,Tuesday,1
2014-10-21,22814,Tuesday,1
2015-01-20,16309,Tuesday,1
2015-12-08,18296,Tuesday,1
2016-03-15,23707,Tuesday,1
2014-10-14,22779,Tuesday,1
2016-03-22,23905,Tuesday,1
2014-10-07,22345,Tuesday,1
2015-01-27,16418,Tuesday,1
2015-12-01,18016,Tuesday,1
2016-03-29,23688,Tuesday,1
2014-09-30,24289,Tuesday,1
2016-04-05,27601,Tuesday,1
2015-02-03,18109,Tuesday,1
2015-11-24,25667,Tuesday,1
2014-09-23,24423,Tuesday,1
2016-04-12,27621,Tuesday,1
2014-09-16,24443,Tuesday,1
2015-02-10,18379,Tuesday,1
2014-10-28,22657,Tuesday,1
2015-11-17,25672,Tuesday,1
2015-12-15,18454,Tuesday,1
2016-03-01,23682,Tuesday,1
2016-01-12,17721,Tuesday,1
2016-01-19,17804,Tuesday,1
2014-12-09,17656,Tuesday,1
2016-01-26,17794,Tuesday,1
2014-12-02,17517,Tuesday,1
2014-12-23,17498,Tuesday,1
2016-01-05,17806,Tuesday,1
2016-02-02,19801,Tuesday,1
2014-11-25,24492,Tuesday,1
2016-02-09,19880,Tuesday,1
2014-11-18,24357,Tuesday,1
2014-12-30,17407,Tuesday,1
2015-12-29,18403,Tuesday,1
2016-02-16,19764,Tuesday,1
2014-11-11,24552,Tuesday,1
2015-01-06,16424,Tuesday,1
2015-12-22,18008,Tuesday,1
2016-02-23,19798,Tuesday,1
2014-11-04,24251,Tuesday,1
2015-01-13,16418,Tuesday,1
2014-06-03,27617,Tuesday,1
2016-04-19,27752,Tuesday,1
2015-02-17,18261,Tuesday,1
2016-06-14,31685,Tuesday,1
2014-07-15,29718,Tuesday,1
2015-10-06,23618,Tuesday,1
2016-06-21,31377,Tuesday,1
2014-07-08,29800,Tuesday,1
2016-06-28,31539,Tuesday,1
2014-07-01,29579,Tuesday,1
2015-03-31,21807,Tuesday,1
2015-09-29,25587,Tuesday,1
2016-07-05,33392,Tuesday,1
2014-06-24,27551,Tuesday,1
2015-04-07,25554,Tuesday,1
2015-09-22,25355,Tuesday,1
2016-07-12,33393,Tuesday,1
2014-06-17,28005,Tuesday,1
2016-07-19,33862,Tuesday,1
2014-06-10,28081,Tuesday,1
2015-04-14,25281,Tuesday,1
2015-09-15,25728,Tuesday,1
2015-10-13,23738,Tuesday,1
2014-09-09,24486,Tuesday,1
2014-07-22,29399,Tuesday,1
2015-03-17,21806,Tuesday,1
2015-11-10,25442,Tuesday,1
2016-04-26,27858,Tuesday,1
2014-09-02,24341,Tuesday,1
2016-05-03,29568,Tuesday,1
2014-08-26,26317,Tuesday,1
2015-02-24,18100,Tuesday,1
2015-11-03,25586,Tuesday,1
2016-05-10,29485,Tuesday,1
2014-08-19,26039,Tuesday,1
2016-05-17,29539,Tuesday,1
2014-08-12,26083,Tuesday,1
2015-03-03,21866,Tuesday,1
2015-10-27,23651,Tuesday,1
2016-05-24,29351,Tuesday,1
2014-08-05,26079,Tuesday,1
2015-03-10,21732,Tuesday,1
2015-10-20,23680,Tuesday,1
2016-05-31,29258,Tuesday,1
2014-07-29,29621,Tuesday,1
2016-06-07,31647,Tuesday,1
2013-01-01,13696,Tuesday,1
2014-04-01,24103,Tuesday,1
2017-06-13,32835,Tuesday,1
2013-10-29,19700,Tuesday,1
2017-03-07,24412,Tuesday,1
2013-04-23,21445,Tuesday,1
2013-10-22,19694,Tuesday,1
2017-03-14,24835,Tuesday,1
2017-09-05,28289,Tuesday,1
2013-04-30,21299,Tuesday,1
2013-10-15,19615,Tuesday,1
2017-03-21,24703,Tuesday,1
2017-08-29,30775,Tuesday,1
2013-05-07,22803,Tuesday,1
2013-10-08,19624,Tuesday,1
2017-08-22,30902,Tuesday,1
2013-05-14,22911,Tuesday,1
2017-03-28,24693,Tuesday,1
2017-09-12,28537,Tuesday,1
2013-04-16,21429,Tuesday,1
2017-09-19,28569,Tuesday,1
2013-11-05,21255,Tuesday,1
2013-12-03,15226,Tuesday,1
2017-01-31,18486,Tuesday,1
2017-10-17,26737,Tuesday,1
2013-03-19,18235,Tuesday,1
2013-11-26,21145,Tuesday,1
2017-02-07,20433,Tuesday,1
2017-10-10,26478,Tuesday,1
2017-08-15,30493,Tuesday,1
2013-03-26,18308,Tuesday,1
2017-02-14,20486,Tuesday,1
2017-10-03,26854,Tuesday,1
2013-04-02,21218,Tuesday,1
2013-11-12,21249,Tuesday,1
2017-02-21,20582,Tuesday,1
2017-09-26,28537,Tuesday,1
2013-04-09,21176,Tuesday,1
2013-11-19,21276,Tuesday,1
2013-10-01,19640,Tuesday,1
2017-04-04,28465,Tuesday,1
2013-05-21,22750,Tuesday,1
2017-07-04,34737,Tuesday,1
2013-08-20,22855,Tuesday,1
2017-05-16,30927,Tuesday,1
2013-07-02,25802,Tuesday,1
2017-06-27,32849,Tuesday,1
2013-08-13,22645,Tuesday,1
2013-07-09,25917,Tuesday,1
2013-06-25,24115,Tuesday,1
2017-05-23,30609,Tuesday,1
2013-07-16,25945,Tuesday,1
2013-08-06,22740,Tuesday,1
2017-05-30,30299,Tuesday,1
2016-11-22,27435,Tuesday,1
2013-07-23,25682,Tuesday,1
2013-07-30,25873,Tuesday,1
2017-06-06,32934,Tuesday,1
2017-06-20,32800,Tuesday,1
2013-03-12,18029,Tuesday,1
2017-05-09,30909,Tuesday,1
2017-07-11,34949,Tuesday,1
2013-09-24,21223,Tuesday,1
2017-04-11,28582,Tuesday,1
2017-08-08,30828,Tuesday,1
2013-05-28,22875,Tuesday,1
2013-09-17,20864,Tuesday,1
2017-04-18,28529,Tuesday,1
2017-08-01,30725,Tuesday,1
2013-08-27,22853,Tuesday,1
2013-06-04,24038,Tuesday,1
2017-07-25,34910,Tuesday,1
2013-06-11,24653,Tuesday,1
2017-04-25,28660,Tuesday,1
2017-07-18,34615,Tuesday,1
2013-09-03,21395,Tuesday,1
2017-05-02,31050,Tuesday,1
2013-06-18,24342,Tuesday,1
2013-09-10,21507,Tuesday,1
2017-10-24,26494,Tuesday,1
2017-02-28,20387,Tuesday,1
2016-12-06,19381,Tuesday,1
2016-12-27,19341,Tuesday,1
2017-12-05,20177,Tuesday,1
2013-02-26,15184,Tuesday,1
2017-12-12,20236,Tuesday,1
2017-11-07,28922,Tuesday,1
2016-12-13,19766,Tuesday,1
2017-12-19,20517,Tuesday,1
2017-01-10,18608,Tuesday,1
2014-01-07,15664,Tuesday,1
2013-12-24,15126,Tuesday,1
2013-01-15,13625,Tuesday,1
2017-11-21,28827,Tuesday,1
2013-02-12,15154,Tuesday,1
2014-01-21,15484,Tuesday,1
2013-12-31,15044,Tuesday,1
2013-02-19,15359,Tuesday,1
2017-11-14,28764,Tuesday,1
2013-01-22,13724,Tuesday,1
2014-01-28,15725,Tuesday,1
2013-12-17,14975,Tuesday,1
2017-01-03,18650,Tuesday,1
2013-01-08,13560,Tuesday,1
2016-12-20,19774,Tuesday,1
2017-01-24,18524,Tuesday,1
2013-12-10,15171,Tuesday,1
2014-01-14,15738,Tuesday,1
2017-11-28,28788,Tuesday,1
2017-10-31,26550,Tuesday,1
2013-02-05,14956,Tuesday,1
2017-12-26,20738,Tuesday,1
2014-02-04,17488,Tuesday,1
2013-03-05,18189,Tuesday,1
2017-01-17,18510,Tuesday,1
2013-01-29,13724,Tuesday,1
2016-11-29,27808,Tuesday,1
2017-12-06,20340,Wednesday,2
2015-07-29,30912,Wednesday,2
2015-05-27,27340,Wednesday,2
2014-12-03,17328,Wednesday,2
2016-01-27,18023,Wednesday,2
2015-06-03,29111,Wednesday,2
2017-07-19,34988,Wednesday,2
2013-06-05,24326,Wednesday,2
2013-06-12,24315,Wednesday,2
2014-12-10,17429,Wednesday,2
2013-05-29,22979,Wednesday,2
2016-01-06,17789,Wednesday,2
2014-12-24,17274,Wednesday,2
2015-08-05,27202,Wednesday,2
2014-12-17,17689,Wednesday,2
2017-07-26,34978,Wednesday,2
2017-08-02,30787,Wednesday,2
2016-01-20,17952,Wednesday,2
2013-01-23,13613,Wednesday,2
2016-01-13,17649,Wednesday,2
2015-04-08,25013,Wednesday,2
2017-07-12,34823,Wednesday,2
2014-11-05,24300,Wednesday,2
2013-01-09,13878,Wednesday,2
2013-07-10,25728,Wednesday,2
2017-06-21,32943,Wednesday,2
2016-03-02,23554,Wednesday,2
2014-10-29,22680,Wednesday,2
2016-02-24,19528,Wednesday,2
2013-07-17,25664,Wednesday,2
2016-03-09,23866,Wednesday,2
2014-10-22,22864,Wednesday,2
2015-06-24,29154,Wednesday,2
2015-07-08,31200,Wednesday,2
2017-12-27,20378,Wednesday,2
2013-01-02,13678,Wednesday,2
2017-06-14,33052,Wednesday,2
2015-07-15,31097,Wednesday,2
2015-06-17,29104,Wednesday,2
2017-12-20,20545,Wednesday,2
2016-02-03,19773,Wednesday,2
2014-11-26,24623,Wednesday,2
2017-12-13,20703,Wednesday,2
2015-06-10,29056,Wednesday,2
2013-01-30,13391,Wednesday,2
2015-07-22,31013,Wednesday,2
2013-06-26,24449,Wednesday,2
2016-02-10,19560,Wednesday,2
2014-11-19,24476,Wednesday,2
2017-07-05,34681,Wednesday,2
2013-01-16,13591,Wednesday,2
2013-07-03,25903,Wednesday,2
2016-02-17,19858,Wednesday,2
2014-11-12,24561,Wednesday,2
2017-06-28,32714,Wednesday,2
2013-06-19,24155,Wednesday,2
2017-11-29,28721,Wednesday,2
2017-08-16,30721,Wednesday,2
2015-12-30,18191,Wednesday,2
2015-03-11,21864,Wednesday,2
2015-04-22,25459,Wednesday,2
2015-09-09,25604,Wednesday,2
2013-04-03,21125,Wednesday,2
2015-10-28,23792,Wednesday,2
2017-11-08,28739,Wednesday,2
2015-10-21,23677,Wednesday,2
2015-03-04,21850,Wednesday,2
2013-04-10,21197,Wednesday,2
2015-11-04,25555,Wednesday,2
2013-02-20,14909,Wednesday,2
2015-02-25,18161,Wednesday,2
2017-09-20,28985,Wednesday,2
2015-04-29,25375,Wednesday,2
2017-09-27,29056,Wednesday,2
2013-02-27,15014,Wednesday,2
2017-10-04,26691,Wednesday,2
2013-03-27,18276,Wednesday,2
2017-10-25,26794,Wednesday,2
2013-03-13,18413,Wednesday,2
2013-03-06,18435,Wednesday,2
2015-09-30,25445,Wednesday,2
2015-04-01,25302,Wednesday,2
2017-10-18,26743,Wednesday,2
2015-04-15,25078,Wednesday,2
2015-10-07,23594,Wednesday,2
2015-03-25,21688,Wednesday,2
2013-03-20,18097,Wednesday,2
2017-10-11,26899,Wednesday,2
2015-09-16,25589,Wednesday,2
2017-11-01,28476,Wednesday,2
2015-10-14,23548,Wednesday,2
2015-03-18,21819,Wednesday,2
2013-07-24,26036,Wednesday,2
2015-09-02,25486,Wednesday,2
2015-11-11,25533,Wednesday,2
2015-02-18,18167,Wednesday,2
2015-12-09,18273,Wednesday,2
2015-01-21,16381,Wednesday,2
2015-08-19,27417,Wednesday,2
2017-08-23,30625,Wednesday,2
2013-02-06,15124,Wednesday,2
2015-12-16,18517,Wednesday,2
2015-01-14,16542,Wednesday,2
2013-05-15,22831,Wednesday,2
2015-09-23,25368,Wednesday,2
2015-12-23,18031,Wednesday,2
2015-05-20,27574,Wednesday,2
2015-01-07,16273,Wednesday,2
2015-08-12,27069,Wednesday,2
2013-05-22,22993,Wednesday,2
2017-08-09,30719,Wednesday,2
2013-05-08,22901,Wednesday,2
2014-12-31,17238,Wednesday,2
2015-05-13,27244,Wednesday,2
2017-08-30,30591,Wednesday,2
2013-04-17,21209,Wednesday,2
2017-09-13,28837,Wednesday,2
2017-11-15,28607,Wednesday,2
2015-11-18,25412,Wednesday,2
2015-02-11,18330,Wednesday,2
2013-04-24,21422,Wednesday,2
2017-09-06,28568,Wednesday,2
2015-11-25,25490,Wednesday,2
2015-05-06,27375,Wednesday,2
2015-08-26,27259,Wednesday,2
2015-02-04,18129,Wednesday,2
2013-02-13,15274,Wednesday,2
2013-05-01,22967,Wednesday,2
2015-12-02,18243,Wednesday,2
2015-01-28,16457,Wednesday,2
2017-11-22,28317,Wednesday,2
2016-03-16,23510,Wednesday,2
2016-11-23,27642,Wednesday,2
2014-10-15,22462,Wednesday,2
2017-02-22,20425,Wednesday,2
2016-07-27,33432,Wednesday,2
2014-06-04,28218,Wednesday,2
2013-11-13,21174,Wednesday,2
2016-08-03,29510,Wednesday,2
2014-05-28,26186,Wednesday,2
2017-02-15,20568,Wednesday,2
2013-11-20,21413,Wednesday,2
2016-08-10,29504,Wednesday,2
2014-05-21,26264,Wednesday,2
2017-02-08,20292,Wednesday,2
2016-08-17,29775,Wednesday,2
2014-05-14,26333,Wednesday,2
2013-11-27,21306,Wednesday,2
2017-02-01,20612,Wednesday,2
2016-08-24,29693,Wednesday,2
2014-05-07,25984,Wednesday,2
2013-11-06,21044,Wednesday,2
2013-12-04,15280,Wednesday,2
2014-06-11,27903,Wednesday,2
2013-10-30,19854,Wednesday,2
2017-03-29,24474,Wednesday,2
2016-06-15,31566,Wednesday,2
2014-07-16,29528,Wednesday,2
2013-10-09,19519,Wednesday,2
2017-03-22,24748,Wednesday,2
2016-06-22,31960,Wednesday,2
2014-07-09,29318,Wednesday,2
2013-10-16,19666,Wednesday,2
2016-06-29,31638,Wednesday,2
2014-07-02,29762,Wednesday,2
2017-03-15,24363,Wednesday,2
2013-10-23,19642,Wednesday,2
2016-07-06,33287,Wednesday,2
2014-06-25,28036,Wednesday,2
2017-03-08,24928,Wednesday,2
2016-07-13,34001,Wednesday,2
2014-06-18,28032,Wednesday,2
2017-03-01,24581,Wednesday,2
2017-01-25,18450,Wednesday,2
2016-08-31,30064,Wednesday,2
2014-04-30,24535,Wednesday,2
2014-01-15,15590,Wednesday,2
2016-10-19,25913,Wednesday,2
2014-03-12,20798,Wednesday,2
2016-12-14,19786,Wednesday,2
2016-10-26,25314,Wednesday,2
2014-03-05,21097,Wednesday,2
2014-01-22,15725,Wednesday,2
2016-12-07,19614,Wednesday,2
2016-11-02,27960,Wednesday,2
2014-02-26,17682,Wednesday,2
2014-01-29,15664,Wednesday,2
2016-11-30,27584,Wednesday,2
2016-11-09,27632,Wednesday,2
2014-02-19,17556,Wednesday,2
2014-02-05,17763,Wednesday,2
2016-11-16,27701,Wednesday,2
2014-02-12,17386,Wednesday,2
2016-12-21,19436,Wednesday,2
2014-03-19,20864,Wednesday,2
2016-10-12,25487,Wednesday,2
2014-01-08,15682,Wednesday,2
2013-12-11,15230,Wednesday,2
2016-09-07,27482,Wednesday,2
2014-04-23,24392,Wednesday,2
2017-01-18,18645,Wednesday,2
2013-12-18,15104,Wednesday,2
2016-09-14,27435,Wednesday,2
2014-04-16,24438,Wednesday,2
2017-01-11,18491,Wednesday,2
2013-10-02,19853,Wednesday,2
2016-09-21,27688,Wednesday,2
2013-12-25,15351,Wednesday,2
2017-01-04,18510,Wednesday,2
2016-09-28,27952,Wednesday,2
2014-04-02,24301,Wednesday,2
2014-01-01,15556,Wednesday,2
2016-12-28,19560,Wednesday,2
2016-10-05,25604,Wednesday,2
2014-03-26,21021,Wednesday,2
2014-04-09,24431,Wednesday,2
2014-07-23,29268,Wednesday,2
2016-07-20,33718,Wednesday,2
2015-07-01,30703,Wednesday,2
2014-08-13,26014,Wednesday,2
2014-10-01,22672,Wednesday,2
2016-05-18,29725,Wednesday,2
2013-08-07,22455,Wednesday,2
2017-04-19,28716,Wednesday,2
2017-05-24,30747,Wednesday,2
2016-04-06,27490,Wednesday,2
2013-09-11,21221,Wednesday,2
2014-08-20,26100,Wednesday,2
2014-09-24,24220,Wednesday,2
2016-05-11,29448,Wednesday,2
2017-04-26,28618,Wednesday,2
2013-08-14,22727,Wednesday,2
2013-09-04,21127,Wednesday,2
2017-05-17,30518,Wednesday,2
2014-08-27,26085,Wednesday,2
2016-04-13,27507,Wednesday,2
2016-05-04,29903,Wednesday,2
2017-05-03,30765,Wednesday,2
2014-09-17,24439,Wednesday,2
2013-08-21,22736,Wednesday,2
2014-09-03,24387,Wednesday,2
2016-06-08,31561,Wednesday,2
2016-04-20,27627,Wednesday,2
2016-04-27,27531,Wednesday,2
2013-08-28,22831,Wednesday,2
2017-05-10,30895,Wednesday,2
2013-09-18,21368,Wednesday,2
2016-03-30,23769,Wednesday,2
2014-09-10,24514,Wednesday,2
2014-07-30,29711,Wednesday,2
2013-09-25,21390,Wednesday,2
2017-04-12,28609,Wednesday,2
2016-03-23,23729,Wednesday,2
2013-07-31,25624,Wednesday,2
2014-10-08,22866,Wednesday,2
2014-08-06,26257,Wednesday,2
2017-06-07,33061,Wednesday,2
2016-06-01,31697,Wednesday,2
2016-05-25,29502,Wednesday,2
2017-05-31,30863,Wednesday,2
2017-04-05,28325,Wednesday,2
2016-09-29,29555,Thursday,3
2017-12-21,22214,Thursday,3
2015-08-27,29414,Thursday,3
2016-02-18,21016,Thursday,3
2017-11-16,30732,Thursday,3
2016-11-10,29539,Thursday,3
2016-04-21,29403,Thursday,3
2017-06-08,35401,Thursday,3
2017-01-05,19895,Thursday,3
2016-02-11,21257,Thursday,3
2016-04-14,29504,Thursday,3
2015-09-10,27349,Thursday,3
2017-12-28,21885,Thursday,3
2015-09-03,27467,Thursday,3
2016-09-22,29703,Thursday,3
2016-03-24,25420,Thursday,3
2017-11-09,30856,Thursday,3
2015-07-09,32963,Thursday,3
2017-05-11,33234,Thursday,3
2016-09-15,29587,Thursday,3
2017-01-12,19684,Thursday,3
2016-11-17,29622,Thursday,3
2016-11-24,29544,Thursday,3
2016-03-31,25125,Thursday,3
